60.00, 229.00
15.00, 221.00
62.00, 59.00
96.00, 120.00
16.00, 97.00
41.00, 290.00
52.00, 206.00
78.00, 220.00
29.00, 176.00
25.00, 138.00
57.00, 252.00
63.00, 204.00
94.00, 130.00
55.00, 109.00
98.00, 255.00
8.00, 294.00
69.00, 68.00
76.00, 242.00
3.00, 202.00
64.00, 247.00
31.00, 157.00
62.00, 293.00
28.00, 225.00
65.00, 102.00
58.00, 183.00
1.00, 273.00
36.00, 81.00
90.00, 63.00
97.00, 180.00
41.00, 179.00
15.00, 223.00
43.00, 103.00
91.00, 103.00
9.00, 219.00
87.00, 300.00
96.00, 127.00
27.00, 210.00
18.00, 258.00
94.00, 98.00
24.00, 225.00
75.00, 291.00
47.00, 212.00
58.00, 226.00
0.00, 171.00
46.00, 127.00
69.00, 152.00
60.00, 163.00
87.00, 296.00
42.00, 170.00
98.00, 175.00
26.00, 264.00
60.00, 157.00
84.00, 148.00
17.00, 286.00
52.00, 232.00
42.00, 213.00
23.00, 160.00
77.00, 263.00
6.00, 215.00
68.00, 286.00
81.00, 213.00
8.00, 59.00
5.00, 71.00
55.00, 116.00
52.00, 265.00
92.00, 180.00
86.00, 101.00
53.00, 146.00
59.00, 258.00
22.00, 236.00
7.00, 285.00
56.00, 89.00
0.00, 212.00
7.00, 214.00
57.00, 59.00
28.00, 240.00
93.00, 102.00
80.00, 162.00
56.00, 112.00
35.00, 269.00
2.00, 145.00
35.00, 104.00
88.00, 253.00
54.00, 224.00
90.00, 298.00
9.00, 102.00
56.00, 189.00
99.00, 146.00
20.00, 233.00
92.00, 284.00
81.00, 154.00
84.00, 77.00
65.00, 132.00
31.00, 257.00
39.00, 224.00
96.00, 111.00
18.00, 121.00
94.00, 169.00
73.00, 66.00
6.00, 293.00
51.00, 76.00
100.00, 220.00
86.00, 77.00
3.00, 74.00
19.00, 294.00
40.00, 144.00
32.00, 164.00
20.00, 261.00
60.00, 222.00
95.00, 123.00
64.00, 198.00
45.00, 192.00
73.00, 74.00
59.00, 130.00
25.00, 84.00
47.00, 59.00
9.00, 263.00
11.00, 105.00
33.00, 64.00
4.00, 178.00
25.00, 241.00
57.00, 98.00
41.00, 247.00
63.00, 86.00
0.00, 191.00
53.00, 112.00
13.00, 86.00
36.00, 273.00
58.00, 53.00
95.00, 186.00
2.00, 267.00
69.00, 189.00
39.00, 166.00
97.00, 175.00
83.00, 124.00
85.00, 90.00
25.00, 153.00
59.00, 109.00
46.00, 234.00
23.00, 134.00
11.00, 53.00
9.00, 99.00
33.00, 232.00
28.00, 146.00
35.00, 153.00
57.00, 68.00
13.00, 240.00
87.00, 52.00
47.00, 107.00
89.00, 63.00
39.00, 164.00
13.00, 72.00
1.00, 162.00
58.00, 56.00
30.00, 152.00
71.00, 50.00
23.00, 212.00
79.00, 108.00
17.00, 114.00
62.00, 94.00
3.00, 57.00
18.00, 135.00
28.00, 249.00
23.00, 209.00
93.00, 259.00
63.00, 165.00
49.00, 257.00
51.00, 76.00
95.00, 262.00
70.00, 181.00
86.00, 163.00
4.00, 278.00
57.00, 212.00
65.00, 60.00
84.00, 83.00
44.00, 291.00
100.00, 82.00
41.00, 114.00
45.00, 108.00
59.00, 267.00
8.00, 75.00
44.00, 269.00
83.00, 111.00
15.00, 115.00
23.00, 184.00
51.00, 93.00
30.00, 170.00
13.00, 271.00
76.00, 267.00
93.00, 193.00
56.00, 65.00
16.00, 112.00
41.00, 117.00
66.00, 158.00
53.00, 100.00
12.00, 177.00
56.00, 216.00
1.00, 204.00
18.00, 269.00
61.00, 110.00
75.00, 236.00
42.00, 111.00
71.00, 133.00
98.00, 157.00
54.00, 218.00
10.00, 160.00
74.00, 64.00
20.00, 135.00
68.00, 180.00
84.00, 153.00
55.00, 277.00
23.00, 196.00
20.00, 180.00
4.00, 173.00
87.00, 94.00
99.00, 235.00
59.00, 151.00
17.00, 55.00
70.00, 155.00
74.00, 234.00
5.00, 235.00
66.00, 155.00
1.00, 173.00
5.00, 186.00
80.00, 241.00
28.00, 185.00
64.00, 290.00
44.00, 225.00
76.00, 208.00
31.00, 84.00
37.00, 189.00
80.00, 281.00
83.00, 248.00
28.00, 299.00
74.00, 92.00
68.00, 206.00
15.00, 87.00
65.00, 222.00
79.00, 292.00
59.00, 300.00
37.00, 77.00
6.00, 278.00
95.00, 121.00
49.00, 76.00
43.00, 255.00
80.00, 76.00
27.00, 203.00
96.00, 87.00
44.00, 133.00
40.00, 282.00
24.00, 157.00
53.00, 122.00
11.00, 115.00
56.00, 259.00
1.00, 92.00
25.00, 187.00
3.00, 105.00
3.00, 204.00
85.00, 240.00
4.00, 242.00
78.00, 187.00
16.00, 168.00
26.00, 165.00
23.00, 98.00
99.00, 192.00
39.00, 66.00
83.00, 163.00
92.00, 157.00
14.00, 151.00
58.00, 108.00
53.00, 106.00
30.00, 211.00
10.00, 175.00
16.00, 232.00
51.00, 206.00
34.00, 97.00
91.00, 273.00
76.00, 149.00
81.00, 146.00
81.00, 232.00
31.00, 296.00
67.00, 55.00
94.00, 83.00
89.00, 242.00
9.00, 208.00
41.00, 256.00
66.00, 169.00
89.00, 260.00
93.00, 270.00
99.00, 232.00
100.00, 83.00
62.00, 77.00
21.00, 258.00
53.00, 177.00
27.00, 161.00
50.00, 278.00
11.00, 244.00
32.00, 140.00
71.00, 226.00
92.00, 112.00
58.00, 261.00
44.00, 275.00
41.00, 128.00
8.00, 54.00
70.00, 277.00
46.00, 121.00
95.00, 259.00
46.00, 245.00
33.00, 287.00
35.00, 93.00
60.00, 283.00
34.00, 267.00
80.00, 251.00
91.00, 69.00
53.00, 141.00
5.00, 287.00
19.00, 98.00
33.00, 276.00
25.00, 50.00
98.00, 100.00
72.00, 94.00
18.00, 156.00
14.00, 177.00
34.00, 142.00
79.00, 172.00
43.00, 168.00
82.00, 295.00
30.00, 257.00
45.00, 278.00
29.00, 86.00
47.00, 180.00
29.00, 205.00
48.00, 72.00
34.00, 56.00
1.00, 236.00
19.00, 175.00
16.00, 81.00
51.00, 276.00
73.00, 208.00
26.00, 162.00
56.00, 135.00
87.00, 200.00
6.00, 129.00
2.00, 124.00
7.00, 156.00
58.00, 274.00
84.00, 259.00
2.00, 127.00
49.00, 54.00
35.00, 286.00
53.00, 231.00
70.00, 124.00
34.00, 275.00
2.00, 256.00
34.00, 253.00
66.00, 105.00
47.00, 285.00
49.00, 54.00
51.00, 211.00
23.00, 144.00
4.00, 149.00
68.00, 244.00
14.00, 156.00
42.00, 295.00
73.00, 77.00
52.00, 192.00
100.00, 213.00
44.00, 169.00
56.00, 286.00
34.00, 65.00
87.00, 63.00
93.00, 188.00
13.00, 196.00
38.00, 109.00
5.00, 208.00
100.00, 194.00
11.00, 248.00
48.00, 254.00
61.00, 63.00
53.00, 89.00
72.00, 298.00
48.00, 199.00
65.00, 196.00
85.00, 281.00
16.00, 98.00
62.00, 156.00
10.00, 100.00
34.00, 114.00
96.00, 155.00
42.00, 300.00
14.00, 95.00
22.00, 218.00
33.00, 153.00
22.00, 69.00
14.00, 153.00
36.00, 84.00
53.00, 196.00
18.00, 140.00
19.00, 226.00
23.00, 123.00
0.00, 253.00
90.00, 79.00
7.00, 67.00
53.00, 298.00
